text,category,category2
Any reason you can't register another custom protocol that handles file paths ? what is the reason behind mixing file uri and custom protocol in the app ?,question,
Is there any resources I can look for to debug this issue?,question,
"Quick question while I'm at it:
 
 The session module seems to belong to the main process, so I'm unsure what pathway this should be communicated to renderer processes. I've concluded that since I'm not seeing any reference from electron_api_session to the blink namespace.",question,
Perhaps I should gather and commit my changes just so we can look at them? Let me know.,question,
"Doesn't seem like the API has been reviewed a second time yet, probably fallen through the cracks - @jkleinsc any updates?",question,
Please advise.,question,
"@lishid Do you mean setCorsOriginAccessList(origin, ['file'], []) is not enough to make origin access file: and we have to add a new registerFileAccessibleOrigin API for that purpose?",question,
"Having read through this, isn't bypassing this as simple as generating your own electron.asar file without the validation JS and swapping it in to the resources folder? For this to be effective I think all the logic for validation needs to be on the native side of things.",question,
"Dope, forgot we did that for the asar js files 😆 There goes all my questions then 😄 Will defer to others for opinions / review 👍",question,
"Are there changes to support validation on Windows? I read through this discussion and looked at the PR, but I don't see any Windows support. Maybe I'm missing it?",question,
"Oh, thanks for the clarification. I wonder how this change can be improved to support the unpacked files feature described here: https://electron.atom.io/docs/tutorial/application-packaging/#adding-unpacked-files-in-asar-archive",question,
@vanessayuenn Please share what do you think about Windows case.,question,
Are they going to get duplicate decorations (one from the compositor and one from the client)?,question,
"This is quite a large and fairly intricate patch. What are the obstacles to upstreaming this? I'd prefer not to take on a ""forever patch"" of this scale.",question,
"@nornagon does Chromium normally take patches for things not used in Chromium itself? I believe upstreaming it is probably doable otherwise, but I'd expect ""we're not actively using this"" to be a roadblock?",question,
btw is --ozone-platform=wayland still necessary?,question,
"Great to see this merged! Just for some clarity though, what's going to be the policy for promoting it from behind a flag?",question,
What DPI are you using locally?,question,
I am just curious that integration to foo version of libchroium cannot be fully automated with some CI?,question,
"Hi,
 
 I'm wondering : has it landed in 14.0.0 released yesterday ?
 
 (I've beeing trying to use it without a great success, with portal-kde installed, GTK_USE_PORTAL set to 1. )",question,
Is there anything in @jamesob's #23549 you can reuse here?,question,
"Is there a way to just use the latest headers or the latest LTS header, so that this is automatically and implicitly done in a time-machine bump?",question,
By what criteria will we make such a decision?,question,
Could this moment be now?,question,
Why? Did you see my previous comment?,question,
Did you run the test in a loop on Linux?,question,
Are you still working on it?,question,
Does it fail on the same assertion?,question,
Are you still working on this?,question,
"Would be good to explain this a bit more, to make sure this is not a bug.",question,
(Although downgrading might be something we want to support?),question,
Are you still working on this?,question,
@achow101 Can you confirm that python-signapple is still working as expected?,question,
would it make sense to add a functional test like the below under,question,
Thanks for reviewing! Would you mind sharing what did you test and how?,question,
Is there anything else that I should do that might be helpful?,question,
@willcl-ark you might have some thoughts on writing some sort of test for this?,question,
@theuni @TheCharlatan you might have some libtool ideas? Couldn't see too anything obvious to prune this out.,question,
Will it be the first Rust code in our codebase?,question,
Why to introduce Rust as additional dependency just for the linter code?,question,
"Why not just use C++ then? (I'm not a Rust expert, maybe there are good reasons)",question,
"Could you elaborate on this, I think I'm missing the context.",question,
