Text,Experts,gpt-3.5-turbo CoT,gpt-4-turbo CoT,gpt-3.5-turbo CARP,gpt-4-turbo CARP,gpt-3.5-turbo INSTRUCTION,gpt-4-turbo INSTRUCTION,gpt-3.5-turbo FEW2,gpt-4-turbo FEW2
"Screen sharing is currently broken when using Linux/Wayland on Element, Jitsi and Signal which is affecting thousands is not millions of users.",Problem,"Problem, Call to action","Problem, Call to action","{""Problem""}","```json
{
  ""Problem"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
Still need to deal with number gets longer it is going off border,Problem,"- Problem
- Solution","- Problem
- Solution","{""Problem""}","```json
{
  ""Problem"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
This is pretty bad for user experience… and wasn’t the case on previous “working” versions of Electron (running on Ubuntu 22.04.1 LTS).,Problem,"Problem, Status of actions","Problem, Status of actions","{""Problem""}","```json
{
  ""Problem"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
"Third (niche use case), implementation is completely broken on Tails 5.15.1.",Problem,"Problem, Status of actions","Problem, Status of actions","{""Problem""}","```json
{
  ""Problem"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
"it maybe working for payment invoice correctly because there is a lot of items
 
 but for invoices it creates empty pages",Problem,"Problem, Solution","Problem, Solution","{
  ""Problem"": true,
  ""Solution"": true
}","```json
{
  ""Problem"": true,
  ""Clarifying"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
"First, calling desktopCapturer.getSources triggers screen share prompt asking user to allow specific window (wasn’t the case before… screen share prompt was only triggered by navigator.mediaDevices.getUserMedia… that said, window names and thumbnails were not displayed which likely explains why prompt was not required).",Problem,"- Problem
- Solution","- Problem
- Solution","{
  ""Problem"": true,
  ""Clarifying"": true
}","This response was truncated by the cut-off limit (max tokens). Open the sidebar, Increase the parameter in the settings and then regenerate.
-------------------------
```json
{
  ""Problem"": ""First, calling desktopCapturer.getSources triggers screen share prompt asking user to allow specific window (wasn’t the case before… screen share prompt was only","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
"Second, when window is selected, moving app window causes app to crash with following error.",Problem,"Problem, Solution","Problem, Solution","{
  ""Problem"": true
}","```json
{
  ""Problem"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
"I cannot seem to get cargo run --features openapi -- generate-openapi-spec or cargo clippy to run successfully
 
 I am stuck with errors like:",Problem,"Problem, Question","Problem, Question","{
  ""Problem"": true
}","```json
{
  ""Problem"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
We just can't change the return type that easily. It will break the existing code in a non-trivial way:,Problem,Problem,Problem,"[""Problem""]","```json
{
  ""Problem"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
"@MarshallOfSound hey, I'm attempting to take this branch for a spin and am running into some issues.",Problem,"Question, Problem","Question, Problem","[""Problem""]","```json
{
  ""Problem"": true,
  ""Call to action"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
@brunovjk yess i still see the conflict in this PR,Problem,"Problem, Status of actions","Problem, Status of actions","[""Problem""]","```json
{
  ""Problem"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
I used clientWidth and it didn't work here.,Problem,Problem,Problem,"[""Problem""]","{
  ""Problem"": true
}","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
The failing tests are blocking this,Problem,"Problem, Status of actions","Problem, Status of actions","[""Problem""]","```json
{
  ""Problem"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Problem,Problem
"Unfortunately, I couldn't get your new msix downloader running:",Problem,"Problem, Question","Problem, Question","[""Problem""]","```json
{
  ""Problem"": true
}
```","{
  ""Problem"": ""Identification of factors that interfere with the development or implementation of the code, as well as their indicators and effects""
}","```json
[""Problem""]
```",Problem,Problem
logging message is misleading,Problem,"Problem, Solution","Problem, Solution","{""Problem""}","{
  ""Problem"": true
}","{
  ""Problem"": true
}","```json
[""Problem""]
```",Problem,Problem
"#[derive(Clone, Debug, AsChangeset, router_derive::DebugAsDisplay)] │
 
 │ | ^^^^^^^^^^^ the trait AppearsOnTable<schema::address::table> is not implemented for PhoneNumber",Problem,"- Problem
- Solution","- Problem
- Solution","{
  ""Problem"": true
}","```json
{
  ""Problem"": true
}
```","{""Problem"": true}","```json
[""Problem""]
```",Problem,Problem
"The main issue that i encountered was that whenever there is one letter suppose you search z and then you defocus and then again you enter the same search term it will show the loading text as currently we only set Current value when searchText is not '' so when we debounce the state doesnt change on entering the same value z again hence the component doesn't rerender ,so the text keeps saying isLoading . So the second issue will not be addresed , only the part where it was searching based on the company name , manager name etc will be addresed",Problem,"- Problem
- Solution","- Problem
- Solution","{
  ""Problem"": true,
  ""Solution"": true
}","```json
{
  ""Problem"": true,
  ""Status of actions"": true
}
```","[""Problem"", ""Solution""]","```json
[""Problem"", ""Clarifying""]
```",Problem,Problem
the downside is that this default handler has to be called explicitly. i could of course run it by default in the auto-updater.coffee but then the user has no way of disabling it.,Problem,"- Problem
- Solution","- Problem
- Solution","{""Solution""}","```json
{
  ""Problem"": true,
  ""Clarifying"": true
}
```","[""Problem""]","```json
[""Problem"", ""Clarifying""]
```",Problem,Problem
"When I start up the project, electron . in the project folder; focusing on the window doesn't seem to modify the touch bar ... I'm fairly new to electron development, so please excuse my ignorance if I'm missing something simple.",Problem,"Problem, Question, Personal responsibility","Problem, Question, Personal responsibility","{""Problem""}","```json
{
  ""Problem"": true,
  ""Question"": true,
  ""Personal responsibility"": true
}
```","[""Problem""]","```json
[""Problem"", ""Clarifying""]
```",Problem,Problem
This also affects https://github.com/SpacingBat3/WebCord with 35K installs from pi-apps alone with thousands more from other avenues. I agree this is likely affecting millions of users/application installs.,Problem,"Problem, Call to action, Status of actions","Problem, Call to action, Status of actions","{""Problem""}","```json
[""Problem"", ""Status of actions""]
```","[""Problem""]","```json
[""Problem"", ""Approval""]
```",Problem,Problem
@Anrock All the test failures seem related to your code changes. For instance:,Problem,"- Problem
- Question","- Problem
- Question","{""Problem""}","```json
{
  ""Problem"": true,
  ""Call to action"": true
}
```","[""Problem""]","```json
{
  ""Problem"": true
}
```","Personal responsibility, Problem",Problem
I couldn't figure out @SanchithHegde,Problem,Question,Question,"{""Question""}","```json
{
  ""Problem"": true,
  ""Personal responsibility"": true
}
```","[""Clarifying""]","```json
{
  ""Question"": true
}
```",Clarifying,Problem
"The 2-row per file layout feels too complicated to me. This is more like a ""card"" design but we don't have enough attributes and actions to make it a ""card"".",Problem,"Problem, Solution","Problem, Solution","{""Clarifying""}","```json
{
  ""Problem"": true,
  ""Clarifying"": true
}
```","[Problem, Solution]","```json
[""Problem""]
```",Clarifying,Problem
It might not be correct,Problem,Question,Question,"[""Clarifying""]","{
  ""Problem"": true
}","{
  ""Clarifying"": true
}","```json
[""Clarifying""]
```",Clarifying,Problem
"@kevinsawicki didn't noticed it, will look into it as this should not happen I think. my first guess that the NSView under the window gets swapped out to a different one.",Problem,- Status of actions,- Status of actions,"{""Problem""}","```json
{
  ""Problem"": true,
  ""Personal responsibility"": true,
  ""Clarifying"": true
}
```","[""Problem""]","```json
[
  ""Problem"",
  ""Personal responsibility""
]
```",Problem,"Personal responsibility, Clarifying"
But yeah it requires additional bookkeeping so it might not really worth the efforts. Not sure how others in @electron/wg-api think.,Problem,"Question, Personal responsibility","Question, Personal responsibility","{""Question""}","```json
{
  ""Problem"": true,
  ""Question"": true,
  ""Call to action"": true
}
```","[""Question""]","```json
{
  ""Problem"": true,
  ""Question"": true
}
```",Question,"Clarifying, Question"
"@jessep, @paulcbetts is right. Update.exe --install is an internal command and can't be called to install an update after you call Update.exe --download. I spent some time doing experiments and I still didn't find a solution to avoid the double download (except patching Squirrel for Windows, that was out of my scope). Any help from @paulcbetts here is very appreciated.",Problem,"- Problem
- Solution
- Question
- Call to action","- Problem
- Solution
- Question
- Call to action","Problem, Call to action","```json
{
  ""Problem"": true,
  ""Call to action"": true,
  ""Personal responsibility"": true
}
```","[Problem, Question]","This response was truncated by the cut-off limit (max tokens). Open the sidebar, Increase the parameter in the settings and then regenerate.
-------------------------
```json
{
  ""Problem"": true,
  ""Solution"": false,
  ""Question"": true,
  ""Call to action"": true,
  ""Status of actions"": true,
  ""","Problem, Personal responsibility","Clarifying, Problem, Call to action"
